"","YAG","region","SECTIONNAME","trained_in_region","number_of_providers","subject_name","living_in_region","earnings_median","difference","difference_prop"
"224",3,"East of England","CONSTRUCTION",205,10,"All",400,33600,195,0.951219512195122
"225",3,"East of England","EDUCATION",1775,12,"All",2980,23700,1205,0.67887323943662
"226",3,"East of England","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",30,8,"All",40,38100,10,0.333333333333333
"227",3,"East of England","FINANCIAL AND INSURANCE ACTIVITIES",655,12,"All",1025,33900,370,0.564885496183206
"228",3,"East of England","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",2080,11,"All",2675,25900,595,0.286057692307692
"229",3,"East of England","INFORMATION AND COMMUNICATION",915,11,"All",1375,29600,460,0.502732240437158
"230",3,"East of England","MANUFACTURING",380,12,"All",800,29600,420,1.10526315789474
"231",3,"East of England","OTHER SERVICE ACTIVITIES",170,10,"All",290,23000,120,0.705882352941177
"232",3,"East of England","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1570,12,"All",2730,28500,1160,0.738853503184713
"233",3,"East of England","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",540,11,"All",865,26300,325,0.601851851851852
"234",3,"East of England","REAL ESTATE ACTIVITIES",170,11,"All",285,24800,115,0.676470588235294
"235",3,"East of England","TRANSPORTATION AND STORAGE",215,11,"All",340,25900,125,0.581395348837209
"236",3,"East of England","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",20,6,"All",45,27600,25,1.25
"237",3,"East of England","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1185,12,"All",1825,22600,640,0.540084388185654
"238",3,"East of England","NOT KNOWN",320,11,"All",460,21900,140,0.4375
"239",3,"London","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",990,48,"All",1155,20100,165,0.166666666666667
"240",3,"London","ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES",5,7,"All",10,-10000,5,1
"241",3,"London","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",40,21,"All",65,22100,25,0.625
"242",3,"London","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2420,56,"All",3405,25200,985,0.40702479338843
"243",3,"London","AGRICULTURE, FORESTRY AND FISHING",25,14,"All",15,22800,-10,-0.4
"244",3,"London","ARTS, ENTERTAINMENT AND RECREATION",770,46,"All",1145,22300,375,0.487012987012987
"245",3,"London","CONSTRUCTION",495,33,"All",640,32800,145,0.292929292929293
"246",3,"London","EDUCATION",3650,55,"All",4340,26600,690,0.189041095890411
"247",3,"London","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",45,19,"All",65,32500,20,0.444444444444444
"248",3,"London","FINANCIAL AND INSURANCE ACTIVITIES",1490,46,"All",3015,41600,1525,1.02348993288591
"249",3,"London","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5955,55,"All",5715,29200,-240,-0.0403022670025189
"250",3,"London","INFORMATION AND COMMUNICATION",2120,47,"All",4255,29900,2135,1.00707547169811
"251",3,"London","MANUFACTURING",705,37,"All",770,29200,65,0.0921985815602837
"252",3,"London","MINING AND QUARRYING",5,6,"All",10,-10000,5,1
"253",3,"London","OTHER SERVICE ACTIVITIES",465,43,"All",745,25600,280,0.602150537634409
"254",3,"London","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3985,55,"All",7990,31000,4005,1.00501882057716
"255",3,"London","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1090,49,"All",1685,29600,595,0.545871559633027
"256",3,"London","REAL ESTATE ACTIVITIES",465,41,"All",820,28100,355,0.763440860215054
"257",3,"London","TRANSPORTATION AND STORAGE",680,42,"All",860,28500,180,0.264705882352941
"258",3,"London","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",55,13,"All",55,28100,0,0
"259",3,"London","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3185,58,"All",4160,23400,975,0.306122448979592
"260",3,"London","NOT KNOWN",960,51,"All",1370,22600,410,0.427083333333333
"261",3,"North East","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",320,9,"All",290,15700,-30,-0.09375
"262",3,"North East","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",10,3,"All",10,-10000,0,0
"263",3,"North East","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",755,8,"All",500,18600,-255,-0.337748344370861
"264",3,"North East","AGRICULTURE, FORESTRY AND FISHING",25,4,"All",10,17900,-15,-0.6
"265",3,"North East","ARTS, ENTERTAINMENT AND RECREATION",240,9,"All",150,18200,-90,-0.375
"266",3,"North East","CONSTRUCTION",165,6,"All",115,32100,-50,-0.303030303030303
"267",3,"North East","EDUCATION",1460,9,"All",1355,22600,-105,-0.0719178082191781
"268",3,"North East","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",40,5,"All",30,25600,-10,-0.25
"269",3,"North East","FINANCIAL AND INSURANCE ACTIVITIES",610,7,"All",300,20800,-310,-0.508196721311475
"270",3,"North East","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1740,9,"All",1600,25600,-140,-0.0804597701149425
"271",3,"North East","INFORMATION AND COMMUNICATION",815,9,"All",420,24500,-395,-0.484662576687117
"272",3,"North East","MANUFACTURING",590,9,"All",420,29200,-170,-0.288135593220339
"273",3,"North East","MINING AND QUARRYING",5,3,"All",5,-10000,0,0
"274",3,"North East","OTHER SERVICE ACTIVITIES",115,6,"All",60,19200,-55,-0.478260869565217
"275",3,"North East","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2025,9,"All",835,24100,-1190,-0.587654320987654
"276",3,"North East","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",610,8,"All",370,23700,-240,-0.39344262295082
"277",3,"North East","REAL ESTATE ACTIVITIES",185,8,"All",95,20600,-90,-0.486486486486487
"278",3,"North East","TRANSPORTATION AND STORAGE",175,8,"All",115,23500,-60,-0.342857142857143
"279",3,"North East","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",25,5,"All",15,24800,-10,-0.4
"280",3,"North East","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",920,9,"All",640,17500,-280,-0.304347826086957
"281",3,"North East","NOT KNOWN",270,6,"All",240,18100,-30,-0.111111111111111
"282",3,"North West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",985,25,"All",895,16800,-90,-0.0913705583756345
"283",3,"North West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",20,13,"All",25,12000,5,0.25
"284",3,"North West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1860,31,"All",1785,20800,-75,-0.0403225806451613
"285",3,"North West","AGRICULTURE, FORESTRY AND FISHING",35,12,"All",40,19000,5,0.142857142857143
"286",3,"North West","ARTS, ENTERTAINMENT AND RECREATION",575,22,"All",530,18200,-45,-0.0782608695652174
"287",3,"North West","CONSTRUCTION",435,23,"All",445,27000,10,0.0229885057471264
"288",3,"North West","EDUCATION",4390,32,"All",3860,22600,-530,-0.120728929384966
"289",3,"North West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",100,15,"All",85,32300,-15,-0.15
"290",3,"North West","FINANCIAL AND INSURANCE ACTIVITIES",1200,23,"All",1085,22600,-115,-0.0958333333333333
"291",3,"North West","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",4735,30,"All",4420,25200,-315,-0.0665258711721225
"292",3,"North West","INFORMATION AND COMMUNICATION",1410,24,"All",1330,25600,-80,-0.0567375886524823
"293",3,"North West","MANUFACTURING",1215,29,"All",1195,28800,-20,-0.0164609053497942
"294",3,"North West","MINING AND QUARRYING",10,6,"All",0,-10000,-10,-1
"295",3,"North West","OTHER SERVICE ACTIVITIES",300,25,"All",290,19500,-10,-0.0333333333333333
"296",3,"North West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3120,31,"All",3090,23700,-30,-0.00961538461538462
"297",3,"North West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",990,20,"All",890,23400,-100,-0.101010101010101
"298",3,"North West","REAL ESTATE ACTIVITIES",285,19,"All",310,21900,25,0.087719298245614
"299",3,"North West","TRANSPORTATION AND STORAGE",565,25,"All",520,23000,-45,-0.079646017699115
"300",3,"North West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",55,14,"All",30,23900,-25,-0.454545454545455
"301",3,"North West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2940,31,"All",2865,19700,-75,-0.0255102040816327
"302",3,"North West","NOT KNOWN",945,28,"All",1010,21900,65,0.0687830687830688
"303",3,"South East","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",865,32,"All",780,18600,-85,-0.0982658959537572
"304",3,"South East","ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES",0,2,"All",5,-10000,5,Inf
"305",3,"South East","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",45,17,"All",35,19700,-10,-0.222222222222222
"306",3,"South East","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1995,39,"All",1765,24800,-230,-0.115288220551378
"307",3,"South East","AGRICULTURE, FORESTRY AND FISHING",55,17,"All",55,19600,0,0
"308",3,"South East","ARTS, ENTERTAINMENT AND RECREATION",810,30,"All",680,21200,-130,-0.160493827160494
"309",3,"South East","CONSTRUCTION",500,23,"All",470,32800,-30,-0.06
"310",3,"South East","EDUCATION",5775,38,"All",4220,24100,-1555,-0.269264069264069
"311",3,"South East","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",115,18,"All",95,29200,-20,-0.173913043478261
"312",3,"South East","FINANCIAL AND INSURANCE ACTIVITIES",1840,33,"All",1505,32500,-335,-0.182065217391304
"313",3,"South East","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",4315,37,"All",4265,26000,-50,-0.0115874855156431
"314",3,"South East","INFORMATION AND COMMUNICATION",2665,31,"All",2455,29900,-210,-0.0787992495309568
"315",3,"South East","MANUFACTURING",1310,29,"All",1095,29600,-215,-0.16412213740458
"316",3,"South East","MINING AND QUARRYING",15,6,"All",5,-10000,-10,-0.666666666666667
"317",3,"South East","OTHER SERVICE ACTIVITIES",550,27,"All",455,23400,-95,-0.172727272727273
"318",3,"South East","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4505,35,"All",4370,29200,-135,-0.0299667036625971
"319",3,"South East","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1950,31,"All",1500,27400,-450,-0.230769230769231
"320",3,"South East","REAL ESTATE ACTIVITIES",490,25,"All",330,26500,-160,-0.326530612244898
"321",3,"South East","TRANSPORTATION AND STORAGE",610,27,"All",585,28800,-25,-0.040983606557377
"322",3,"South East","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",100,19,"All",90,27700,-10,-0.1
"323",3,"South East","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3065,38,"All",2885,23000,-180,-0.0587275693311582
"324",3,"South East","NOT KNOWN",1055,34,"All",745,22300,-310,-0.293838862559242
"325",3,"South West","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",655,20,"All",585,16100,-70,-0.106870229007634
"326",3,"South West","ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES",5,3,"All",NA,NA,NA,NA
"327",3,"South West","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",35,11,"All",15,17500,-20,-0.571428571428571
"328",3,"South West","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1060,22,"All",825,21200,-235,-0.221698113207547
"329",3,"South West","AGRICULTURE, FORESTRY AND FISHING",60,9,"All",40,18800,-20,-0.333333333333333
"330",3,"South West","ARTS, ENTERTAINMENT AND RECREATION",435,18,"All",325,17900,-110,-0.252873563218391
"331",3,"South West","CONSTRUCTION",295,16,"All",245,29200,-50,-0.169491525423729
"332",3,"South West","EDUCATION",2190,22,"All",2260,22600,70,0.0319634703196347
"333",3,"South West","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",85,11,"All",90,25900,5,0.0588235294117647
"334",3,"South West","FINANCIAL AND INSURANCE ACTIVITIES",1065,18,"All",735,27000,-330,-0.309859154929577
"335",3,"South West","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",2505,25,"All",2735,24100,230,0.0918163672654691
"336",3,"South West","INFORMATION AND COMMUNICATION",1560,20,"All",875,26300,-685,-0.439102564102564
"337",3,"South West","MANUFACTURING",825,19,"All",745,28500,-80,-0.096969696969697
"338",3,"South West","MINING AND QUARRYING",10,5,"All",10,-10000,0,0
"339",3,"South West","OTHER SERVICE ACTIVITIES",315,17,"All",230,19700,-85,-0.26984126984127
"340",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3230,19,"All",1945,26300,-1285,-0.397832817337461
"341",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",825,20,"All",850,25600,25,0.0303030303030303
"342",3,"South West","REAL ESTATE ACTIVITIES",250,14,"All",185,24100,-65,-0.26
"343",3,"South West","TRANSPORTATION AND STORAGE",225,16,"All",175,24500,-50,-0.222222222222222
"344",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",50,10,"All",50,26800,0,0
"345",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1775,21,"All",1440,19300,-335,-0.188732394366197
"346",3,"South West","NOT KNOWN",490,18,"All",380,18200,-110,-0.224489795918367
"347",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",470,17,"All",490,17200,20,0.0425531914893617
"348",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",20,9,"All",20,15700,0,0
"349",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1170,17,"All",1120,21200,-50,-0.0427350427350427
"350",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",70,8,"All",45,19300,-25,-0.357142857142857
"351",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",360,19,"All",340,20300,-20,-0.0555555555555556
"352",3,"West Midlands","CONSTRUCTION",225,14,"All",255,29900,30,0.133333333333333
"353",3,"West Midlands","EDUCATION",2885,20,"All",3140,23000,255,0.0883882149046794
"354",3,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",100,13,"All",100,29700,0,0
"355",3,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",990,14,"All",735,24500,-255,-0.257575757575758
"356",3,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3545,19,"All",3305,25200,-240,-0.0677009873060649
"357",3,"West Midlands","INFORMATION AND COMMUNICATION",1215,15,"All",870,26600,-345,-0.283950617283951
"358",3,"West Midlands","MANUFACTURING",995,19,"All",1085,30700,90,0.0904522613065327
"359",3,"West Midlands","MINING AND QUARRYING",0,1,"All",5,-10000,5,Inf
"360",3,"West Midlands","OTHER SERVICE ACTIVITIES",240,15,"All",250,20800,10,0.0416666666666667
"361",3,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2460,19,"All",1975,24800,-485,-0.197154471544715
"362",3,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",775,17,"All",655,24500,-120,-0.154838709677419
"363",3,"West Midlands","REAL ESTATE ACTIVITIES",205,15,"All",175,21500,-30,-0.146341463414634
"364",3,"West Midlands","TRANSPORTATION AND STORAGE",345,16,"All",340,23700,-5,-0.0144927536231884
"365",3,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",65,12,"All",85,26600,20,0.307692307692308
"366",3,"West Midlands","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1795,20,"All",1825,19700,30,0.0167130919220056
"367",3,"West Midlands","NOT KNOWN",530,17,"All",520,19200,-10,-0.0188679245283019
"368",3,"Yorkshire and the Humber","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",810,23,"All",605,16800,-205,-0.253086419753086
"369",3,"Yorkshire and the Humber","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",20,12,"All",20,12600,0,0
"370",3,"Yorkshire and the Humber","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1510,23,"All",1020,20400,-490,-0.324503311258278
"371",3,"Yorkshire and the Humber","AGRICULTURE, FORESTRY AND FISHING",30,9,"All",30,25700,0,0
"372",3,"Yorkshire and the Humber","ARTS, ENTERTAINMENT AND RECREATION",540,24,"All",440,19000,-100,-0.185185185185185
"373",3,"Yorkshire and the Humber","CONSTRUCTION",425,20,"All",295,29600,-130,-0.305882352941176
"374",3,"Yorkshire and the Humber","EDUCATION",3840,28,"All",3140,22600,-700,-0.182291666666667
"375",3,"Yorkshire and the Humber","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",80,12,"All",75,26800,-5,-0.0625
"376",3,"Yorkshire and the Humber","FINANCIAL AND INSURANCE ACTIVITIES",1120,23,"All",775,23000,-345,-0.308035714285714
"377",3,"Yorkshire and the Humber","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3820,27,"All",3235,24500,-585,-0.153141361256545
"378",3,"Yorkshire and the Humber","INFORMATION AND COMMUNICATION",1610,24,"All",925,24800,-685,-0.425465838509317
"379",3,"Yorkshire and the Humber","MANUFACTURING",1295,27,"All",995,26300,-300,-0.231660231660232
"380",3,"Yorkshire and the Humber","MINING AND QUARRYING",5,4,"All",5,-10000,0,0
"381",3,"Yorkshire and the Humber","OTHER SERVICE ACTIVITIES",305,22,"All",180,19700,-125,-0.409836065573771
"382",3,"Yorkshire and the Humber","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3270,22,"All",2095,23700,-1175,-0.359327217125382
"383",3,"Yorkshire and the Humber","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",985,25,"All",810,23700,-175,-0.177664974619289
"384",3,"Yorkshire and the Humber","REAL ESTATE ACTIVITIES",300,20,"All",160,21200,-140,-0.466666666666667
"385",3,"Yorkshire and the Humber","TRANSPORTATION AND STORAGE",435,21,"All",330,23000,-105,-0.241379310344828
"386",3,"Yorkshire and the Humber","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",60,13,"All",45,25600,-15,-0.25
"387",3,"Yorkshire and the Humber","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2480,27,"All",1825,19700,-655,-0.264112903225806
"388",3,"Yorkshire and the Humber","NOT KNOWN",630,22,"All",465,18600,-165,-0.261904761904762
"389",5,"East Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",445,12,"All",350,18600,-95,-0.213483146067416
"390",5,"East Midlands","ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES",0,1,"All",NA,NA,NA,NA
"391",5,"East Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",15,9,"All",10,19200,-5,-0.333333333333333
"392",5,"East Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1255,16,"All",765,22600,-490,-0.390438247011952
"393",5,"East Midlands","AGRICULTURE, FORESTRY AND FISHING",40,9,"All",50,21000,10,0.25
"394",5,"East Midlands","ARTS, ENTERTAINMENT AND RECREATION",415,13,"All",300,20100,-115,-0.27710843373494
"395",5,"East Midlands","CONSTRUCTION",520,12,"All",310,36900,-210,-0.403846153846154
"396",5,"East Midlands","EDUCATION",3160,16,"All",2790,24500,-370,-0.117088607594937
"397",5,"East Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",115,9,"All",100,30800,-15,-0.130434782608696
"398",5,"East Midlands","FINANCIAL AND INSURANCE ACTIVITIES",1105,11,"All",500,28800,-605,-0.547511312217195
"399",5,"East Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",2675,16,"All",2470,25900,-205,-0.0766355140186916
"400",5,"East Midlands","INFORMATION AND COMMUNICATION",1475,16,"All",730,29900,-745,-0.505084745762712
"401",5,"East Midlands","MANUFACTURING",1170,14,"All",1065,31800,-105,-0.0897435897435897
"402",5,"East Midlands","MINING AND QUARRYING",20,8,"All",15,31800,-5,-0.25
"403",5,"East Midlands","OTHER SERVICE ACTIVITIES",295,13,"All",200,22600,-95,-0.322033898305085
"404",5,"East Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3080,16,"All",1575,28500,-1505,-0.488636363636364
"405",5,"East Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",945,15,"All",645,25200,-300,-0.317460317460317
"406",5,"East Midlands","REAL ESTATE ACTIVITIES",275,10,"All",135,23000,-140,-0.509090909090909
"407",5,"East Midlands","TRANSPORTATION AND STORAGE",380,9,"All",265,27000,-115,-0.302631578947368
"408",5,"East Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",75,9,"All",55,26300,-20,-0.266666666666667
"409",5,"East Midlands","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2440,15,"All",1725,23700,-715,-0.293032786885246
"410",5,"East Midlands","NOT KNOWN",610,10,"All",460,21200,-150,-0.245901639344262
"411",5,"East of England","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",270,9,"All",430,21900,160,0.592592592592593
"412",5,"East of England","ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES",0,1,"All",NA,NA,NA,NA
"413",5,"East of England","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",20,7,"All",25,12000,5,0.25
"414",5,"East of England","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",745,9,"All",1105,28100,360,0.483221476510067
"415",5,"East of England","AGRICULTURE, FORESTRY AND FISHING",25,8,"All",45,24300,20,0.8
"416",5,"East of England","ARTS, ENTERTAINMENT AND RECREATION",255,9,"All",380,24100,125,0.490196078431373
