"","X","sex.x","subject_name.x","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"164",164,"M","Politics",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1937,"First degree"
"165",165,"F","Business and management",3,"REAL ESTATE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",1234,"First degree"
"166",166,"M","Biosciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",40,"First degree"
"167",167,"M","Business and management",3,"CONSTRUCTION",5,"CONSTRUCTION",118,"First degree"
"168",168,"F","English studies",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1981,"First degree"
"169",169,"M","Physics and astronomy",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2263,"First degree"
"170",170,"M","Law",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1233,"First degree"
"171",171,"F","Performing arts",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",460,"First degree"
"172",172,"F","Performing arts",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1704,"First degree"
"173",173,"M","Engineering",3,"TRANSPORTATION AND STORAGE",5,"TRANSPORTATION AND STORAGE",841,"First degree"
"174",174,"M","English studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",734,"First degree"
"175",175,"M","Sociology, social policy and anthropology",3,"EDUCATION",5,"EDUCATION",497,"First degree"
"176",176,"F","English studies",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1416,"First degree"
"177",177,"F","Performing arts",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",102,"First degree"
"178",178,"M","Law",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1911,"First degree"
"179",179,"M","Health and social care",3,"EDUCATION",5,"EDUCATION",244,"First degree"
"180",180,"M","Performing arts",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1767,"First degree"
"181",181,"M","Sport and exercise sciences",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",486,"First degree"
"182",182,"M","Creative arts and design",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",773,"First degree"
"183",183,"M","Pharmacology, toxicology and pharmacy",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1162,"First degree"
"184",184,"M","Performing arts",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",882,"First degree"
"185",185,"F","Business and management",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",1571,"First degree"
"186",186,"M","Performing arts",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",2391,"First degree"
"187",187,"M","Engineering",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",313,"First degree"
"188",188,"F","History and archaeology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",739,"First degree"
"189",189,"F","Media, journalism and communications",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1680,"First degree"
"190",190,"F","Law",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1263,"First degree"
"191",191,"F","Creative arts and design",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1362,"First degree"
"192",192,"F","Biosciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",80,"First degree"
"193",193,"M","Engineering",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",829,"First degree"
"194",194,"F","Engineering",3,"MANUFACTURING",5,"MANUFACTURING",1253,"First degree"
"195",195,"M","Media, journalism and communications",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1202,"First degree"
"196",196,"M","Creative arts and design",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3508,"First degree"
"197",197,"F","Education and teaching",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"EDUCATION",3494,"First degree"
"198",198,"M","Combined and general studies",3,"EDUCATION",5,"EDUCATION",2231,"First degree"
"199",199,"M","Geography, earth and environmental studies",3,"EDUCATION",5,"EDUCATION",2859,"First degree"
"200",200,"M","Philosophy and religious studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",812,"First degree"
"201",201,"F","Media, journalism and communications",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1760,"First degree"
"202",202,"F","Education and teaching",3,"EDUCATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1393,"First degree"
"203",203,"M","Chemistry",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1172,"First degree"
"204",204,"F","Law",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",518,"First degree"
"205",205,"F","Creative arts and design",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",389,"First degree"
"206",206,"M","Biosciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1613,"First degree"
"207",207,"M","Geography, earth and environmental studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1791,"First degree"
"208",208,"M","Geography, earth and environmental studies",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",485,"First degree"
"209",209,"F","Geography, earth and environmental studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2377,"First degree"
"210",210,"M","Economics",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",411,"First degree"
"211",211,"M","Geography, earth and environmental studies",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1366,"First degree"
"212",212,"F","Performing arts",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",185,"First degree"
"213",213,"M","History and archaeology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2806,"First degree"
"214",214,"M","Engineering",3,"EDUCATION",5,"EDUCATION",182,"First degree"
"215",215,"F","Performing arts",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",714,"First degree"
"216",216,"M","Media, journalism and communications",3,"EDUCATION",5,"EDUCATION",1498,"First degree"
"217",217,"F","Politics",3,"EDUCATION",5,"EDUCATION",2573,"First degree"
"218",218,"M","Business and management",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"INFORMATION AND COMMUNICATION",888,"First degree"
"219",219,"M","Sport and exercise sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1498,"First degree"
"220",220,"F","History and archaeology",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",371,"First degree"
"221",221,"M","Sociology, social policy and anthropology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",920,"First degree"
"222",222,"M","Sport and exercise sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",200,"First degree"
"223",223,"F","History and archaeology",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",857,"First degree"
"224",224,"M","Law",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1785,"First degree"
"225",225,"M","Economics",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",583,"First degree"
"226",226,"F","Languages and area studies",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1171,"First degree"
"227",227,"F","Business and management",3,"CONSTRUCTION",5,"CONSTRUCTION",1087,"First degree"
"228",228,"F","Philosophy and religious studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2019,"First degree"
"229",229,"M","Chemistry",3,"MANUFACTURING",5,"MANUFACTURING",329,"First degree"
"230",230,"F","Media, journalism and communications",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1190,"First degree"
"231",231,"M","Computing",3,"TRANSPORTATION AND STORAGE",5,"TRANSPORTATION AND STORAGE",1086,"First degree"
"232",232,"M","Languages and area studies",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",480,"First degree"
"233",233,"F","Psychology",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",1289,"First degree"
"234",234,"F","Languages and area studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2173,"First degree"
"235",235,"F","Architecture, building and planning",3,"CONSTRUCTION",5,"CONSTRUCTION",1142,"First degree"
"236",236,"F","Sport and exercise sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",671,"First degree"
"237",237,"F","Allied health",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1109,"First degree"
"238",238,"F","Chemistry",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",553,"First degree"
"239",239,"M","Computing",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1520,"First degree"
"240",240,"M","Sport and exercise sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1519,"First degree"
"241",241,"M","Physics and astronomy",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",1643,"First degree"
"242",242,"M","Psychology",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1826,"First degree"
"243",243,"M","Business and management",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1085,"First degree"
"244",244,"M","Politics",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",2307,"First degree"
"245",245,"F","Computing",3,"EDUCATION",5,"EDUCATION",369,"First degree"
"246",246,"M","Sociology, social policy and anthropology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",560,"First degree"
"247",247,"F","History and archaeology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1399,"First degree"
"248",248,"F","Chemistry",3,"EDUCATION",5,"EDUCATION",894,"First degree"
"249",249,"F","Sociology, social policy and anthropology",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",2452,"First degree"
"250",250,"F","Education and teaching",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"EDUCATION",1531,"First degree"
"251",251,"M","Sport and exercise sciences",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",2400,"First degree"
"252",252,"F","Sport and exercise sciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",147,"First degree"
"253",253,"M","Performing arts",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1930,"First degree"
"254",254,"M","Politics",3,"EDUCATION",5,"EDUCATION",396,"First degree"
"255",255,"M","Psychology",3,"EDUCATION",5,"EDUCATION",448,"First degree"
"256",256,"F","Education and teaching",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",292,"First degree"
"257",257,"F","Mathematical sciences",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",907,"First degree"
"258",258,"F","Sport and exercise sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1602,"First degree"
"259",259,"M","Sociology, social policy and anthropology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1636,"First degree"
"260",260,"F","Business and management",3,"OTHER SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",702,"First degree"
"261",261,"M","Computing",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1064,"First degree"
"262",262,"M","Media, journalism and communications",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",463,"First degree"
"263",263,"M","Health and social care",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1174,"First degree"
"264",264,"M","Languages and area studies",3,"EDUCATION",5,"EDUCATION",0,"First degree"
"265",265,"F","Health and social care",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"EDUCATION",734,"First degree"
"266",266,"F","Business and management",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",111,"First degree"
"267",267,"M","Sociology, social policy and anthropology",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",2911,"First degree"
"268",268,"F","Biosciences",3,"MANUFACTURING",5,"MANUFACTURING",350,"First degree"
"269",269,"M","Geography, earth and environmental studies",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",1491,"First degree"
"270",270,"M","Media, journalism and communications",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1847,"First degree"
"271",271,"M","Computing",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",961,"First degree"
"272",272,"M","Allied health",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",598,"First degree"
"273",273,"F","Politics",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",414,"First degree"
"274",274,"M","Psychology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",282,"First degree"
"275",275,"M","Sociology, social policy and anthropology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",610,"First degree"
"276",276,"F","Creative arts and design",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1081,"First degree"
"277",277,"F","Politics",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1545,"First degree"
"278",278,"F","Agriculture, food and related studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1717,"First degree"
"279",279,"M","Mathematical sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",454,"First degree"
"280",280,"F","Sociology, social policy and anthropology",3,"REAL ESTATE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",721,"First degree"
"281",281,"M","Physics and astronomy",3,"MANUFACTURING",5,"MANUFACTURING",1466,"First degree"
"282",282,"M","Creative arts and design",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",935,"First degree"
"283",283,"M","Business and management",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",349,"First degree"
"284",284,"M","Performing arts",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1052,"First degree"
"285",285,"F","Business and management",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1881,"First degree"
"286",286,"M","Politics",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",75,"First degree"
"287",287,"F","Chemistry",3,"MANUFACTURING",5,"MANUFACTURING",216,"First degree"
"288",288,"M","Biosciences",3,"MANUFACTURING",5,"MANUFACTURING",3269,"First degree"
"289",289,"M","Psychology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1564,"First degree"
"290",290,"F","Business and management",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",295,"First degree"
"291",291,"M","Law",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1473,"First degree"
"292",292,"F","Business and management",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",199,"First degree"
"293",293,"M","Materials and technology",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",711,"First degree"
"294",294,"F","English studies",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1450,"First degree"
"295",295,"M","Philosophy and religious studies",3,"EDUCATION",5,"EDUCATION",796,"First degree"
"296",296,"M","Engineering",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",726,"First degree"
"297",297,"M","Geography, earth and environmental studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",29,"First degree"
"298",298,"F","Law",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",1865,"First degree"
"299",299,"F","Computing",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3270,"First degree"
"300",300,"F","History and archaeology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",501,"First degree"
"301",301,"M","Sport and exercise sciences",3,"MANUFACTURING",5,"MANUFACTURING",101,"First degree"
"302",302,"M","Business and management",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1183,"First degree"
"303",303,"F","Agriculture, food and related studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3108,"First degree"
"304",304,"F","Agriculture, food and related studies",3,"MANUFACTURING",5,"MANUFACTURING",59,"First degree"
"305",305,"M","Media, journalism and communications",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",617,"First degree"
"306",306,"F","Media, journalism and communications",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1337,"First degree"
"307",307,"M","English studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1243,"First degree"
"308",308,"F","Computing",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2055,"First degree"
"309",309,"F","Agriculture, food and related studies",3,"EDUCATION",5,"EDUCATION",1321,"First degree"
"310",310,"F","Sociology, social policy and anthropology",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1335,"First degree"
"311",311,"M","Mathematical sciences",3,"MANUFACTURING",5,"MANUFACTURING",506,"First degree"
"312",312,"M","Economics",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",569,"First degree"
"313",313,"F","Languages and area studies",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1729,"First degree"
